Project_ID,Project_Type,Location_Zone,Land_Type,Land_Area_Acres,Number_of_Owners,Number_of_Parcels,Legal_Cases,Ownership_Disputes,Documents_Missing,Objections_Received,Affected_Families,Rehabilitation_Required,Government_Clearances,Compensation_Dispute,Previous_Acquisition_Delay,Planned_Duration_Days,Approval_Days,Actual_Duration_Days,Delayed
LA02404,Housing,Semi-Urban,Agricultural,74.89,,11,0.0,1,2.0,5,19,No,3,No,No,352,57.0,352,0
LA02405,Housing,Semi-Urban,Mixed,15.11,8.0,12,0.0,3,0.0,5,12,No,2,No,No,355,70.0,456,1
LA02406,Road,Urban,Commercial,14.62,10.0,13,2.0,0,0.0,5,14,No,1,No,No,528,46.0,521,0
LA02407,Industrial,Rural,Agricultural,52.46,6.0,7,1.0,2,0.0,5,9,Yes,3,No,No,524,80.0,500,0
LA02408,Road,Semi-Urban,Residential,56.91,12.0,14,0.0,3,0.0,3,18,No,5,No,Yes,336,49.0,342,0
LA02409,Road,Semi-Urban,Commercial,21.25,12.0,18,0.0,1,1.0,3,15,Yes,4,Yes,Yes,181,56.0,311,1
LA02410,Housing,Urban,Agricultural,16.95,10.0,14,2.0,0,0.0,5,15,Yes,2,Yes,No,171,110.0,250,1
LA02411,Industrial,Rural,Commercial,66.26,6.0,9,1.0,1,1.0,3,17,No,4,Yes,Yes,354,82.0,456,1
LA02412,Housing,Rural,Mixed,9.03,9.0,11,1.0,0,2.0,3,13,Yes,4,No,No,304,31.0,323,0
LA02413,Railway,Urban,Mixed,24.56,5.0,11,0.0,1,1.0,3,11,No,7,Yes,Yes,509,71.0,627,1
LA02414,Railway,Semi-Urban,Mixed,16.58,8.0,13,4.0,2,1.0,7,11,No,3,Yes,No,487,,471,0
LA02415,Railway,Semi-Urban,Commercial,51.91,8.0,10,3.0,2,0.0,2,13,Yes,2,Yes,No,549,85.0,574,0
LA02416,Road,Rural,Mixed,17.72,13.0,16,2.0,1,1.0,4,15,Yes,3,No,No,410,59.0,388,0
LA02417,Road,Urban,Mixed,,7.0,9,0.0,1,2.0,3,11,No,4,No,No,124,34.0,112,0
LA02418,Railway,Rural,Residential,,11.0,21,0.0,1,1.0,2,18,No,3,Yes,No,320,64.0,411,1
LA02419,Road,Semi-Urban,Commercial,45.65,9.0,16,4.0,1,3.0,4,14,No,5,No,No,241,86.0,262,0
LA02420,Housing,Urban,Residential,18.01,9.0,11,1.0,2,1.0,3,14,Yes,2,No,Yes,445,93.0,533,1
LA02421,Road,Urban,Residential,39.72,5.0,9,0.0,0,3.0,3,10,Yes,8,No,No,272,52.0,277,0
LA02422,Road,Urban,Residential,19.97,5.0,7,1.0,1,3.0,4,11,No,3,Yes,Yes,410,72.0,490,1
LA02423,Airport,Urban,Agricultural,13.9,11.0,13,2.0,0,1.0,3,19,No,5,No,No,328,32.0,298,0
LA02424,Road,Semi-Urban,Residential,56.68,11.0,15,3.0,0,0.0,4,16,Yes,3,No,Yes,308,60.0,369,1
LA02425,Housing,Rural,Residential,17.58,9.0,15,2.0,0,0.0,2,17,No,3,No,Yes,577,27.0,696,1
LA02426,Airport,Urban,Residential,17.86,5.0,11,3.0,2,0.0,3,6,No,2,No,No,382,55.0,378,0
LA02427,Road,Rural,Commercial,37.26,15.0,20,2.0,1,1.0,5,16,No,4,No,No,325,97.0,414,1
LA02428,Industrial,Urban,Mixed,42.03,9.0,15,1.0,2,3.0,3,14,No,4,Yes,No,319,58.0,335,0
LA02429,Industrial,Semi-Urban,Mixed,13.44,5.0,11,0.0,0,0.0,2,8,No,3,No,No,383,49.0,429,1
LA02430,Airport,Rural,Agricultural,49.06,5.0,6,1.0,3,2.0,2,15,Yes,2,No,Yes,485,57.0,584,1
LA02431,Housing,Rural,Residential,18.83,8.0,13,1.0,1,2.0,0,11,No,6,No,No,573,,713,1
LA02432,Airport,Semi-Urban,Mixed,10.5,7.0,12,3.0,0,1.0,5,12,Yes,4,No,No,327,71.0,395,1
LA02433,Industrial,Rural,Residential,27.27,10.0,14,0.0,2,0.0,4,16,No,6,No,No,303,43.0,319,0
LA02434,Road,Urban,Mixed,26.95,8.0,14,2.0,3,2.0,6,12,No,7,No,No,449,53.0,549,1
LA02435,Industrial,Urban,Commercial,46.28,7.0,14,0.0,2,0.0,5,9,No,6,No,No,394,83.0,479,1
LA02436,Housing,Semi-Urban,Agricultural,112.97,8.0,13,2.0,1,,2,11,No,4,No,Yes,265,54.0,370,1
LA02437,Industrial,Urban,Residential,36.79,14.0,18,0.0,3,6.0,1,19,Yes,6,No,Yes,200,57.0,285,1
LA02438,Industrial,Semi-Urban,Residential,50.77,6.0,8,1.0,0,1.0,3,8,No,4,No,No,240,31.0,247,0
LA02439,Railway,Urban,Agricultural,7.95,10.0,19,0.0,3,2.0,4,11,No,5,No,No,320,81.0,416,1
LA02440,Airport,Rural,Agricultural,74.49,10.0,16,4.0,0,,6,13,No,5,No,No,506,98.0,602,1
LA02441,Housing,Rural,Mixed,30.76,11.0,17,1.0,0,1.0,1,17,No,4,No,Yes,214,80.0,220,0
LA02442,Road,Rural,Commercial,11.35,,13,0.0,1,0.0,3,13,No,3,No,No,389,50.0,396,0
LA02443,Road,Rural,Agricultural,72.62,9.0,12,3.0,2,1.0,2,9,No,3,No,No,401,84.0,514,1
LA02444,Railway,Urban,Residential,31.77,2.0,8,0.0,2,1.0,3,3,No,2,No,No,470,71.0,441,0
LA02445,Railway,Urban,Agricultural,64.88,11.0,12,0.0,1,2.0,2,13,No,6,Yes,No,251,51.0,269,0
LA02446,Industrial,Semi-Urban,Residential,120.9,,16,3.0,0,1.0,3,16,No,5,No,No,298,65.0,284,0
LA02447,Road,Semi-Urban,Commercial,8.85,10.0,11,0.0,0,,2,16,Yes,3,No,No,412,33.0,439,0
LA02448,Railway,Semi-Urban,Commercial,18.18,7.0,12,3.0,4,0.0,6,9,Yes,6,Yes,No,457,75.0,629,1
LA02449,Industrial,Semi-Urban,Mixed,57.3,12.0,15,1.0,0,1.0,1,12,Yes,3,No,Yes,373,73.0,367,0
LA02450,Industrial,Semi-Urban,Agricultural,33.4,7.0,14,0.0,2,2.0,4,12,Yes,3,Yes,No,391,101.0,464,1
LA02451,Industrial,Urban,Residential,2.78,8.0,9,2.0,0,1.0,4,12,No,4,Yes,No,437,71.0,422,0
LA02452,Airport,Urban,Mixed,24.99,7.0,14,2.0,0,1.0,1,11,No,4,Yes,No,191,69.0,161,0
LA02453,Industrial,Semi-Urban,Commercial,28.22,8.0,10,0.0,2,2.0,3,12,Yes,3,Yes,No,311,69.0,377,1
LA02454,Airport,Semi-Urban,Commercial,31.8,9.0,16,1.0,4,3.0,4,15,No,1,No,Yes,284,98.0,432,1
LA02455,Industrial,Rural,Agricultural,17.63,4.0,10,1.0,1,1.0,6,8,Yes,3,Yes,Yes,372,61.0,547,1
LA02456,Railway,Semi-Urban,Mixed,87.14,8.0,9,0.0,0,0.0,3,11,No,3,Yes,No,231,71.0,218,0
LA02457,Industrial,Rural,Residential,7.96,11.0,12,2.0,1,1.0,3,16,Yes,2,No,Yes,311,75.0,518,1
LA02458,Road,Rural,Agricultural,43.95,7.0,9,0.0,1,0.0,4,9,No,4,No,No,336,36.0,338,0
LA02459,Road,Urban,Mixed,21.44,8.0,14,1.0,0,0.0,4,8,No,4,No,No,374,83.0,489,1
LA02460,Railway,Semi-Urban,Residential,20.2,12.0,18,4.0,1,2.0,3,13,No,3,No,Yes,458,80.0,536,1
LA02461,Housing,Semi-Urban,Mixed,79.63,10.0,16,2.0,0,1.0,1,16,No,3,No,No,604,33.0,595,0
LA02462,Industrial,Semi-Urban,Agricultural,27.07,6.0,8,1.0,1,2.0,3,9,Yes,2,No,No,382,86.0,392,0
LA02463,Road,Urban,Residential,44.12,7.0,11,2.0,1,0.0,3,9,No,3,No,Yes,255,79.0,251,0
LA02464,Industrial,Rural,Residential,59.95,10.0,13,4.0,2,2.0,1,16,No,2,No,No,402,91.0,522,1
LA02465,Road,Rural,Mixed,34.54,9.0,10,1.0,2,2.0,1,11,No,4,Yes,No,357,61.0,348,0
LA02466,Airport,Urban,Mixed,80.37,7.0,10,0.0,0,4.0,4,12,Yes,3,No,Yes,407,66.0,531,1
LA02467,Housing,Urban,Residential,10.28,6.0,11,1.0,5,,0,11,No,4,Yes,No,378,66.0,503,1
LA02468,Industrial,Urban,Residential,46.04,9.0,15,1.0,1,,2,9,Yes,3,No,No,270,108.0,347,1
LA02469,Industrial,Rural,Residential,113.75,9.0,16,1.0,1,3.0,3,14,Yes,2,Yes,No,418,75.0,520,1
LA02470,Road,Semi-Urban,Residential,43.33,8.0,12,2.0,0,2.0,4,15,No,1,No,No,468,49.0,615,1
LA02471,Railway,Urban,Commercial,6.19,7.0,8,4.0,1,1.0,2,16,No,4,No,No,397,73.0,470,1
LA02472,Housing,Rural,Residential,47.2,8.0,11,1.0,1,0.0,2,13,No,6,Yes,No,464,47.0,578,1
LA02473,Airport,Semi-Urban,Residential,,7.0,11,3.0,4,1.0,2,12,No,2,No,No,377,62.0,385,0
LA02474,Railway,Semi-Urban,Residential,25.24,9.0,13,2.0,1,3.0,3,11,No,2,No,No,263,59.0,291,0
LA02475,Railway,Semi-Urban,Agricultural,25.0,7.0,13,0.0,0,0.0,3,9,Yes,3,No,No,396,50.0,389,0
LA02476,Road,Semi-Urban,Commercial,55.72,11.0,14,0.0,1,3.0,3,15,No,2,Yes,Yes,365,21.0,452,1
LA02477,Road,Semi-Urban,Commercial,48.93,8.0,14,1.0,2,2.0,5,16,No,4,No,No,384,112.0,412,0
LA02478,Road,Urban,Agricultural,35.49,8.0,12,0.0,2,1.0,4,12,Yes,6,No,Yes,343,,474,1
LA02479,Railway,Semi-Urban,Mixed,18.71,6.0,8,,0,0.0,0,9,No,1,No,No,343,63.0,335,0
LA02480,Housing,Rural,Agricultural,23.11,8.0,11,0.0,2,,4,11,No,5,No,No,416,51.0,565,1
LA02481,Railway,Semi-Urban,Mixed,14.32,9.0,11,0.0,1,0.0,4,14,No,6,No,No,467,,460,0
LA02482,Road,Rural,Commercial,5.48,5.0,5,0.0,0,0.0,2,7,No,3,No,Yes,206,74.0,308,1
LA02483,Road,Semi-Urban,Residential,74.53,6.0,8,0.0,1,1.0,2,10,Yes,2,No,No,410,60.0,400,0
LA02484,Road,Rural,Mixed,57.81,8.0,17,0.0,0,2.0,2,11,No,2,Yes,Yes,516,101.0,601,1
LA02485,Housing,Urban,Agricultural,53.91,8.0,11,1.0,3,3.0,3,16,No,4,Yes,Yes,448,116.0,462,0
LA02486,Railway,Rural,Commercial,53.21,5.0,7,0.0,2,1.0,2,7,Yes,5,Yes,No,370,60.0,517,1
LA02487,Airport,Urban,Residential,28.91,9.0,13,2.0,0,2.0,5,12,Yes,5,Yes,No,367,74.0,462,1
LA02488,Housing,Urban,Agricultural,26.0,10.0,17,3.0,0,2.0,5,14,Yes,3,No,No,359,102.0,507,1
LA02489,Road,Urban,Mixed,11.46,9.0,10,2.0,1,0.0,6,11,No,5,No,No,525,71.0,617,1
LA02490,Industrial,Urban,Residential,61.16,5.0,12,1.0,0,2.0,3,11,No,2,No,No,357,62.0,371,0
LA02491,Housing,Rural,Residential,150.0,5.0,10,0.0,1,0.0,6,12,No,2,No,No,280,84.0,297,0
LA02492,Railway,Rural,Residential,45.77,10.0,14,1.0,5,2.0,2,14,Yes,2,Yes,No,368,99.0,498,1
LA02493,Road,Rural,Agricultural,67.21,7.0,13,0.0,2,2.0,6,9,No,7,No,No,278,64.0,269,0
LA02494,Housing,Urban,Mixed,67.39,8.0,10,0.0,2,1.0,7,11,No,7,No,No,435,70.0,563,1
LA02495,Housing,Rural,Commercial,93.33,8.0,12,1.0,2,3.0,4,9,No,6,Yes,No,274,,258,0
LA02496,Railway,Rural,Mixed,16.7,7.0,11,3.0,2,0.0,1,11,No,6,No,Yes,560,56.0,638,1
LA02497,Industrial,Urban,Agricultural,8.11,10.0,12,2.0,2,1.0,2,11,Yes,3,No,No,456,67.0,595,1
LA02498,Road,Semi-Urban,Agricultural,39.42,12.0,18,1.0,1,1.0,2,16,No,7,No,No,246,82.0,229,0
LA02499,Housing,Semi-Urban,Residential,30.98,6.0,7,3.0,2,0.0,4,9,No,3,No,No,368,30.0,383,0
LA02500,Railway,Urban,Residential,149.15,10.0,14,0.0,3,1.0,0,11,No,5,No,Yes,230,66.0,215,0
LA02501,Road,Semi-Urban,Commercial,14.52,3.0,5,1.0,2,0.0,1,12,No,2,No,Yes,331,56.0,376,1
LA02502,Industrial,Rural,Residential,112.65,10.0,15,1.0,0,1.0,2,13,No,7,No,Yes,511,72.0,662,1
LA02503,Housing,Urban,Residential,31.22,8.0,14,4.0,4,1.0,3,14,No,3,No,No,213,92.0,343,1
LA02504,Housing,Semi-Urban,Mixed,13.01,9.0,13,0.0,1,2.0,2,11,No,5,No,No,247,81.0,315,1
LA02505,Road,Semi-Urban,Agricultural,99.23,3.0,9,0.0,0,3.0,2,6,Yes,3,No,No,333,47.0,462,1
LA02506,Road,Rural,Residential,16.92,8.0,13,4.0,2,0.0,1,13,No,8,No,No,365,67.0,366,0
LA02507,Housing,Rural,Commercial,67.49,10.0,14,2.0,2,2.0,3,15,Yes,4,No,No,352,76.0,466,1
LA02508,Housing,Rural,Agricultural,40.26,8.0,8,0.0,1,4.0,7,13,No,5,Yes,No,238,115.0,369,1
LA02509,Railway,Semi-Urban,Mixed,112.39,9.0,16,0.0,0,2.0,1,13,No,6,No,No,120,16.0,134,0
LA02510,Industrial,Semi-Urban,Commercial,77.49,8.0,10,0.0,3,,5,13,No,7,No,No,474,70.0,617,1
LA02511,Railway,Semi-Urban,Residential,30.6,11.0,13,0.0,1,0.0,1,14,Yes,2,Yes,No,386,55.0,462,1
LA02512,Railway,Semi-Urban,Residential,,1.0,5,1.0,2,2.0,3,3,No,2,No,No,233,74.0,390,1
LA02513,Road,Urban,Residential,49.87,4.0,9,0.0,1,3.0,5,9,No,5,No,No,338,98.0,342,0
LA02514,Road,Semi-Urban,Commercial,36.2,9.0,10,2.0,0,2.0,4,12,No,5,No,No,321,74.0,352,0
LA02515,Road,Rural,Agricultural,39.63,7.0,11,0.0,1,2.0,5,8,No,4,No,No,232,64.0,363,1
LA02516,Housing,Semi-Urban,Commercial,69.3,7.0,16,1.0,3,1.0,4,11,No,4,No,No,292,38.0,412,1
LA02517,Road,Rural,Agricultural,29.41,6.0,11,0.0,0,1.0,1,10,No,3,No,No,188,78.0,244,1
LA02518,Road,Semi-Urban,Agricultural,23.27,10.0,16,0.0,2,1.0,5,11,Yes,2,Yes,Yes,316,80.0,461,1
LA02519,Railway,Semi-Urban,Residential,19.06,7.0,13,0.0,1,2.0,5,13,No,5,Yes,Yes,344,57.0,383,1
LA02520,Road,Urban,Residential,45.32,9.0,12,5.0,0,5.0,7,21,No,5,No,No,147,72.0,253,1
LA02521,Road,Urban,Agricultural,20.21,9.0,10,5.0,2,2.0,3,15,No,6,No,No,315,106.0,469,1
LA02522,Industrial,Semi-Urban,Agricultural,70.0,13.0,20,0.0,0,1.0,2,19,No,3,No,No,343,70.0,346,0
LA02523,Railway,Semi-Urban,Mixed,28.86,6.0,9,1.0,0,1.0,3,10,Yes,6,No,No,163,79.0,153,0
LA02524,Industrial,Urban,Residential,52.63,9.0,16,2.0,1,2.0,6,10,No,4,,No,495,68.0,669,1
LA02525,Housing,Urban,Commercial,,5.0,10,2.0,0,1.0,2,7,No,8,No,No,460,69.0,457,0
LA02526,Road,Urban,Residential,95.15,,10,1.0,0,1.0,5,10,Yes,3,No,No,472,75.0,469,0
LA02527,Housing,Rural,Commercial,42.03,7.0,10,2.0,0,2.0,2,10,Yes,3,No,No,243,87.0,233,0
LA02528,Housing,Rural,Residential,4.67,9.0,16,0.0,2,1.0,3,12,No,3,No,Yes,486,41.0,618,1
LA02529,Housing,Semi-Urban,Commercial,5.02,6.0,7,1.0,1,2.0,3,12,No,6,No,Yes,305,84.0,320,0
LA02530,Industrial,Urban,Residential,68.73,6.0,6,5.0,2,1.0,6,11,No,5,Yes,No,499,107.0,708,1
LA02531,Industrial,Urban,Residential,15.92,9.0,13,0.0,3,3.0,5,16,No,4,Yes,Yes,346,91.0,436,1
LA02532,Industrial,Urban,Agricultural,27.83,6.0,11,2.0,0,3.0,2,11,No,8,Yes,Yes,280,59.0,288,0
LA02533,Industrial,Semi-Urban,Agricultural,75.72,5.0,8,0.0,1,1.0,2,12,No,6,No,No,282,60.0,272,0
LA02534,Road,Urban,Agricultural,23.52,6.0,9,1.0,1,2.0,2,9,No,2,No,No,491,99.0,519,0
LA02535,Housing,Urban,Agricultural,11.5,9.0,12,0.0,0,0.0,3,10,Yes,3,No,No,450,106.0,450,0
LA02536,Industrial,Rural,Mixed,28.54,8.0,11,2.0,0,2.0,3,10,No,5,Yes,No,236,39.0,220,0
LA02537,Airport,Semi-Urban,Residential,59.95,8.0,16,0.0,1,0.0,5,10,No,6,No,Yes,342,52.0,335,0
LA02538,Railway,Rural,Agricultural,23.14,11.0,13,2.0,2,0.0,2,17,Yes,2,No,No,236,88.0,333,1
LA02539,Road,Urban,Mixed,54.35,6.0,8,0.0,0,0.0,4,9,Yes,3,No,No,405,59.0,457,1
LA02540,Railway,Urban,Commercial,11.85,14.0,18,1.0,4,1.0,2,16,No,5,No,No,261,71.0,356,1
LA02541,Railway,Rural,Agricultural,18.57,7.0,9,2.0,2,3.0,5,13,Yes,6,No,No,325,106.0,439,1
LA02542,Railway,Semi-Urban,Agricultural,28.87,7.0,16,1.0,2,1.0,0,11,No,9,Yes,No,335,76.0,336,0
LA02543,Road,Semi-Urban,Residential,82.48,3.0,5,0.0,1,2.0,4,6,Yes,4,No,Yes,513,93.0,635,1
LA02544,Road,Rural,Agricultural,25.57,9.0,14,2.0,0,3.0,0,14,No,3,No,No,217,79.0,400,1
LA02545,Railway,Semi-Urban,Agricultural,22.68,10.0,17,2.0,1,1.0,6,11,Yes,5,No,Yes,317,75.0,527,1
LA02546,Railway,Urban,Mixed,22.75,9.0,10,1.0,1,1.0,1,11,No,5,No,No,436,42.0,588,1
LA02547,Housing,Semi-Urban,Mixed,54.31,6.0,12,0.0,3,1.0,2,10,Yes,6,Yes,No,437,88.0,541,1
LA02548,Road,Urban,Residential,63.99,8.0,9,0.0,1,2.0,2,18,No,7,No,No,276,52.0,408,1
LA02549,Road,Urban,Residential,80.06,16.0,25,1.0,0,1.0,3,18,No,4,No,Yes,409,72.0,540,1
LA02550,Road,Urban,Agricultural,124.06,6.0,13,0.0,1,0.0,3,12,Yes,3,No,No,473,73.0,588,1
LA02551,Railway,Rural,Agricultural,45.54,6.0,11,0.0,4,4.0,0,8,No,2,Yes,No,434,101.0,425,0
LA02552,Railway,Semi-Urban,Agricultural,20.44,8.0,9,1.0,1,1.0,2,10,No,3,No,No,293,54.0,340,1
LA02553,Industrial,Urban,Commercial,32.04,11.0,16,0.0,2,0.0,0,14,No,2,No,Yes,323,45.0,324,0
LA02554,Housing,Urban,Agricultural,16.64,6.0,14,0.0,1,0.0,7,12,No,4,No,No,237,77.0,221,0
LA02555,Road,Semi-Urban,Mixed,39.76,6.0,12,1.0,0,2.0,4,7,No,4,Yes,Yes,318,74.0,431,1
LA02556,Industrial,Rural,Agricultural,19.11,6.0,8,1.0,1,0.0,4,8,Yes,2,No,No,335,77.0,348,0
LA02557,Road,Urban,Residential,79.74,5.0,7,2.0,1,0.0,2,7,No,3,No,No,345,89.0,423,1
LA02558,Road,Urban,Agricultural,43.06,7.0,11,3.0,1,1.0,1,12,No,5,No,No,390,64.0,387,0
LA02559,Railway,Rural,Commercial,96.91,,11,2.0,3,1.0,4,16,No,7,No,Yes,362,70.0,363,0
LA02560,Road,Rural,Residential,62.44,9.0,12,3.0,0,2.0,1,12,No,2,No,No,325,55.0,341,0
LA02561,Industrial,Rural,Residential,58.61,10.0,16,1.0,1,0.0,3,15,No,3,No,Yes,183,51.0,191,0
LA02562,Industrial,Urban,Agricultural,11.41,8.0,13,3.0,0,3.0,2,16,No,3,No,No,348,95.0,402,1
LA02563,Airport,Urban,Commercial,54.24,11.0,12,1.0,0,1.0,4,13,No,3,No,No,471,45.0,469,0
LA02564,Railway,Semi-Urban,Mixed,122.35,9.0,9,0.0,2,0.0,4,16,No,3,No,No,440,75.0,431,0
LA02565,Industrial,Urban,Agricultural,26.17,8.0,12,2.0,2,0.0,2,11,No,4,No,Yes,208,82.0,326,1
LA02566,Railway,Rural,Residential,71.79,10.0,17,1.0,1,3.0,6,13,No,1,No,No,333,58.0,449,1
LA02567,Road,Urban,Agricultural,8.5,13.0,21,1.0,2,0.0,3,14,No,2,No,Yes,335,80.0,450,1
LA02568,Road,Semi-Urban,Agricultural,14.58,7.0,10,1.0,0,1.0,3,14,Yes,5,No,Yes,391,43.0,552,1
LA02569,Industrial,Rural,Mixed,33.75,7.0,14,2.0,1,0.0,1,9,No,4,No,No,327,67.0,342,0
LA02570,Housing,Rural,Agricultural,22.98,10.0,11,0.0,0,,3,13,Yes,2,No,No,536,39.0,546,0
LA02571,Road,Semi-Urban,Commercial,18.87,8.0,10,1.0,2,2.0,0,14,Yes,5,No,No,349,80.0,332,0
LA02572,Industrial,Rural,Mixed,23.07,9.0,13,1.0,0,,1,13,No,5,No,No,169,72.0,246,1
LA02573,Airport,Urban,Commercial,50.19,12.0,18,1.0,0,1.0,3,16,No,5,No,Yes,435,39.0,445,0
LA02574,Housing,Semi-Urban,Residential,72.38,9.0,13,1.0,0,0.0,3,16,Yes,4,No,No,407,82.0,391,0
LA02575,Railway,Urban,Commercial,53.16,9.0,13,6.0,0,2.0,3,11,No,1,No,No,294,116.0,420,1
LA02576,Industrial,Rural,Agricultural,55.29,10.0,13,5.0,0,0.0,3,16,No,4,No,No,354,42.0,364,0
LA02577,Industrial,Rural,Agricultural,34.85,6.0,9,0.0,0,2.0,3,7,No,2,Yes,No,400,29.0,470,1
LA02578,Housing,Urban,Mixed,14.22,6.0,9,0.0,0,1.0,6,12,Yes,2,No,No,246,43.0,252,0
LA02579,Road,Urban,Residential,,10.0,15,1.0,1,0.0,3,13,Yes,4,No,No,417,67.0,398,0
LA02580,Housing,Semi-Urban,Agricultural,40.5,9.0,12,0.0,0,2.0,3,14,No,4,No,No,328,74.0,320,0
LA02581,Road,Urban,Residential,74.53,16.0,19,0.0,0,0.0,5,20,Yes,1,No,Yes,255,73.0,364,1
LA02582,Housing,Rural,Residential,106.93,6.0,14,0.0,1,2.0,5,8,No,5,No,Yes,376,27.0,464,1
LA02583,Road,Urban,Commercial,47.31,10.0,13,1.0,0,1.0,4,13,No,6,No,No,270,54.0,279,0
LA02584,Road,Rural,Mixed,69.5,8.0,13,1.0,0,2.0,4,15,No,2,No,No,502,48.0,587,1
LA02585,Road,Semi-Urban,Commercial,3.64,5.0,11,0.0,2,0.0,3,7,Yes,4,No,No,392,43.0,392,0
LA02586,Railway,Semi-Urban,Agricultural,28.49,11.0,14,3.0,0,1.0,1,12,No,1,No,No,442,47.0,442,0
LA02587,Road,Urban,Residential,34.73,14.0,18,0.0,1,1.0,2,19,No,5,No,Yes,120,54.0,96,0
LA02588,Road,Rural,Agricultural,52.22,2.0,5,2.0,2,1.0,3,5,No,4,No,No,363,59.0,385,0
LA02589,Railway,Semi-Urban,Agricultural,108.58,6.0,14,4.0,1,1.0,3,14,Yes,6,No,No,493,73.0,584,1
LA02590,Railway,Semi-Urban,Mixed,45.33,10.0,12,0.0,3,2.0,6,15,No,2,,No,238,60.0,246,0
LA02591,Airport,Semi-Urban,Commercial,7.4,5.0,10,0.0,1,1.0,1,11,Yes,4,No,No,473,77.0,654,1
LA02592,Housing,Rural,Mixed,55.74,9.0,11,0.0,1,2.0,5,15,No,3,No,Yes,291,53.0,291,0
LA02593,Industrial,Rural,Mixed,26.89,10.0,16,0.0,0,3.0,2,11,No,4,Yes,No,343,51.0,350,0
LA02594,Road,Rural,Agricultural,52.07,6.0,10,1.0,1,1.0,1,8,No,6,Yes,No,274,79.0,260,0
LA02595,Road,Semi-Urban,Commercial,58.9,8.0,11,2.0,1,2.0,1,13,No,3,No,No,416,76.0,525,1
LA02596,Housing,Rural,Commercial,6.87,9.0,14,2.0,1,1.0,1,14,No,3,No,No,390,23.0,386,0
LA02597,Road,Urban,Mixed,33.38,8.0,11,2.0,1,1.0,0,10,No,6,No,Yes,424,59.0,548,1
LA02598,Railway,Rural,Agricultural,34.31,9.0,12,3.0,0,0.0,3,13,No,3,No,No,235,74.0,328,1
LA02599,Housing,Semi-Urban,Commercial,44.94,9.0,12,0.0,0,1.0,3,17,No,5,Yes,Yes,458,69.0,513,1
LA02600,Housing,Semi-Urban,Agricultural,20.1,6.0,12,1.0,0,1.0,0,10,No,2,No,No,257,37.0,259,0
LA02601,Railway,Rural,Commercial,15.67,,18,2.0,1,2.0,2,20,Yes,4,No,No,428,73.0,529,1
LA02602,Industrial,Rural,Mixed,107.43,9.0,14,2.0,1,0.0,4,11,No,3,Yes,No,477,73.0,590,1
LA02603,Railway,Semi-Urban,Mixed,41.76,8.0,13,1.0,2,1.0,0,12,No,1,No,No,308,53.0,320,0
LA02604,Airport,Semi-Urban,Residential,17.12,7.0,11,1.0,0,2.0,4,8,Yes,5,No,No,381,66.0,482,1
LA02605,Road,Rural,Residential,23.5,6.0,10,1.0,0,1.0,2,8,No,5,Yes,Yes,338,61.0,411,1
LA02606,Road,Rural,Mixed,,7.0,13,2.0,1,0.0,2,16,Yes,5,No,No,120,94.0,244,1
LA02607,Industrial,Rural,Commercial,84.13,9.0,11,1.0,2,1.0,5,14,No,2,No,No,447,80.0,459,0
LA02608,Road,Urban,Mixed,21.48,8.0,10,0.0,1,3.0,1,16,Yes,4,Yes,No,323,84.0,486,1
LA02609,Industrial,Urban,Agricultural,14.41,8.0,11,2.0,3,2.0,3,13,Yes,1,No,Yes,347,93.0,471,1
LA02610,Railway,Rural,Mixed,15.37,7.0,11,1.0,0,1.0,3,10,Yes,3,No,No,471,33.0,579,1
LA02611,Housing,Rural,Commercial,78.3,9.0,14,1.0,0,0.0,6,12,No,4,Yes,Yes,344,47.0,355,0
LA02612,Housing,Rural,Residential,25.51,9.0,12,1.0,0,2.0,9,16,No,7,No,Yes,377,63.0,408,0
LA02613,Railway,Semi-Urban,Residential,9.52,16.0,19,0.0,2,0.0,1,17,No,8,No,Yes,570,27.0,576,0
LA02614,Airport,Semi-Urban,Commercial,24.09,6.0,10,1.0,0,1.0,7,9,No,5,Yes,No,441,66.0,430,0
LA02615,Road,Semi-Urban,Residential,44.6,6.0,11,0.0,3,1.0,3,13,No,4,No,No,421,58.0,413,0
LA02616,Railway,Rural,Mixed,32.93,10.0,16,3.0,1,0.0,4,13,No,6,Yes,No,355,15.0,383,0
LA02617,Road,Urban,Agricultural,85.09,8.0,11,2.0,1,2.0,1,15,No,3,No,Yes,429,66.0,429,0
LA02618,Housing,Semi-Urban,Agricultural,44.99,8.0,11,2.0,0,2.0,2,11,Yes,4,No,No,470,88.0,581,1
LA02619,Housing,Rural,Residential,49.43,10.0,16,2.0,2,1.0,2,12,No,3,No,Yes,364,,493,1
LA02620,Housing,Rural,Mixed,66.71,14.0,18,1.0,1,1.0,2,17,No,3,No,Yes,243,52.0,349,1
LA02621,Housing,Urban,Commercial,64.35,7.0,10,1.0,2,2.0,3,9,No,4,No,No,409,71.0,399,0
LA02622,Housing,Rural,Mixed,23.99,12.0,19,0.0,2,3.0,5,18,No,3,Yes,No,452,50.0,580,1
LA02623,Road,Urban,Mixed,14.64,5.0,13,0.0,3,1.0,4,8,Yes,5,No,No,324,54.0,303,0
LA02624,Housing,Urban,Agricultural,42.47,8.0,10,2.0,0,0.0,3,10,No,4,No,No,335,68.0,341,0
